Cislo zastavky;Zemepisna sirka;Zemepisna dlzka;Stat;Okres;Obec;Cast obce;Nazov zastavky
14606;49,443058;19,481016;SK;NO;Klin;;pri soche
14607;49,446571;19,473996;SK;NO;Klin;;horný koniec
14608;49,43898;19,489573;SK;NO;Klin;;kostol
14609;49,434916;19,49642;SK;NO;Klin;;ZŠ
14610;49,434327;19,50345;SK;NO;Klin;;pri moste
14660;49,469898;18,610739;SK;CA;Klokočov;Hlavice;Galus
14661;49,467806;18,595857;SK;CA;Klokočov;Klin;Gaško
14662;49,464706;18,586494;SK;CA;Klokočov;Klin;Holazovia
14663;49,460629;18,57797;SK;CA;Klokočov;Klin;Potraviny
14664;49,454899;18,524437;SK;CA;Klokočov;;Konečná Baraní
14665;49,451766;18,520471;SK;CA;Klokočov;;Konečná št,hr,
14666;49,451183;18,571608;SK;CA;Klokočov;;OcÚ
14667;0;0;SK;CA;Klokočov;;OcÚ rázc,
14668;49,435555;18,586006;SK;CA;Klokočov;Riečky;
14669;49,445474;18,606367;SK;CA;Klokočov;Riečky;konečná
14670;49,443436;18,601967;SK;CA;Klokočov;Riečky;Marec
14671;49,437628;18,588677;SK;CA;Klokočov;Riečky;ZŠ
14672;49,429167;18,590798;SK;CA;Klokočov;Rybárie;
14673;49,439006;18,584102;SK;CA;Klokočov;Rybárie;lávka
14674;49,451633;18,52001;SK;CA;Klokočov;;CLO
14675;49,475379;18,563185;SK;CA;Klokočov;Vrchpredmier;Pavlík
14676;49,470664;18,565399;SK;CA;Klokočov;Vrchpredmier;u Žora
14677;49,453504;18,571772;SK;CA;Klokočov;;ZŠ
14678;49,470693;18,622122;SK;CA;Klokočov;Hrubý Buk;Rieka
14679;49,467751;18,641907;SK;CA;Klokočov;Hrubý Buk;ZŠ
14680;49,454495;18,566068;SK;CA;Klokočov;Kornica;Cisárikovia
14681;49,456439;18,553816;SK;CA;Klokočov;Kornica;Stopka
14682;49,456607;18,539237;SK;CA;Klokočov;Kornica;Šamajovia
14683;0;0;SK;CA;Klokočov;;Bílá CLO
14691;49,353241;18,896269;SK;CA;Klubina;;Lodňánek
14692;49,357752;18,89649;SK;CA;Klubina;;Sniegon
14748;49,497099;18,933037;SK;CA;Skalité;;Kudlov kaplnka
14993;49,334836;18,505423;SK;BY;Kolárovice;Babiše;
14994;49,318153;18,523004;SK;BY;Kolárovice;Čiakov;
14995;49,26776;18,535742;SK;BY;Kolárovice;;dolná spojka
14996;49,260583;18,538213;SK;BY;Kolárovice;;Dvorák
14997;49,286294;18,532124;SK;BY;Kolárovice;;Fano
14998;49,343708;18,507985;SK;BY;Kolárovice;;Javorník
14999;49,33485;18,50331;SK;BY;Kolárovice;;Javorník rešt,
15000;49,323941;18,515635;SK;BY;Kolárovice;Korytné;
15001;49,276099;18,533909;SK;BY;Kolárovice;;pošta
15002;49,308121;18,521586;SK;BY;Kolárovice;;Raždík
15003;49,280338;18,53378;SK;BY;Kolárovice;;RD
15004;49,302284;18,522767;SK;BY;Kolárovice;Škoruby;
15174;49,138639;19,253244;SK;RK;Komjatná;;Babic
15175;49,144215;19,247931;SK;RK;Komjatná;;Jednota
15176;49,141099;19,250056;SK;RK;Komjatná;;Kočibal
15177;49,146113;19,235859;SK;RK;Komjatná;;otoč,
15178;49,146151;19,246776;SK;RK;Komjatná;;pož,zbroj,
15179;49,135403;19,263533;SK;RK;Komjatná;Studničná;
15180;49,147061;19,243529;SK;RK;Komjatná;;ZŠ
15269;49,11633;19,719603;SK;LM;Konská;;hájenka
15270;49,118931;19,717321;SK;LM;Konská;;ZŠ
15271;49,1138;18,678119;SK;ZA;Konská;;kostol
15272;49,114104;18,690416;SK;ZA;Konská;;Kuneradce rázc,Križ
15273;49,118056;18,674266;SK;ZA;Konská;;Pažite
15274;49,108689;18,681619;SK;ZA;Konská;;pri moste
15345;49,435801;18,522634;SK;CA;Korňa;;Boháčovci
15346;49,413729;18,58463;SK;CA;Korňa;;Jendrísek
15347;49,412095;18,533448;SK;CA;Korňa;;Komaníková
15348;49,412904;18,559872;SK;CA;Korňa;;kríž
15349;49,419934;18,536571;SK;CA;Korňa;;Ligáč
15350;49,424466;18,535029;SK;CA;Korňa;;Majtánovci
15351;49,413663;18,54209;SK;CA;Korňa;;OcÚ
15352;49,415984;18,521472;SK;CA;Korňa;;Sadlek
15353;49,411992;18,573545;SK;CA;Korňa;;Skotňa
15354;49,430896;18,524596;SK;CA;Korňa;;Slezákovci
15355;49,427888;18,530835;SK;CA;Korňa;Vyšná Korňa;
15356;49,417499;18,513411;SK;CA;Korňa;;Zátoka
15357;49,414742;18,550863;SK;CA;Korňa;;ZŠ
15406;48,889919;19,2833;SK;RK;Liptovská Osada;Korytnica-kúpele;
15407;48,889979;19,265694;SK;RK;Liptovská Osada;Korytnica-kúpele;rázc,
15697;49,028872;18,901277;SK;MT;Košťany nad Turcom;;OcÚ
15698;49,028768;18,906231;SK;MT;Košťany nad Turcom;;žel,st,
15710;49,255615;18,596169;SK;BY;Kotešová;;Barčák
15711;49,261379;18,59377;SK;BY;Kotešová;Buková;Komáda
15712;49,269517;18,590217;SK;BY;Kotešová;Buková;ovoc,škôlka
15713;49,239987;18,608377;SK;BY;Kotešová;;Káčer
15714;49,237516;18,588007;SK;BY;Kotešová;;Nivy
15715;49,249969;18,636765;SK;BY;Kotešová;Oblazov;Jednota
15716;49,2407;18,596745;SK;BY;Kotešová;;rázc,
15717;49,24697;18,598071;SK;BY;Kotešová;;Šuraba
15718;49,243815;18,628895;SK;BY;Kotešová;;Učník
15719;49,222332;18,602523;SK;ZA;Dolný Hričov;;Skalka
15729;49,251745;18,838701;SK;ZA;Kotrčiná Lúčka;;OcÚ
16050;49,018559;19,773835;SK;LM;Kráľova Lehota;;Cestné stavby obal,
16051;49,021597;19,793961;SK;LM;Kráľova Lehota;;Jednota
16052;49,01794;19,80025;SK;LM;Kráľova Lehota;;potok
16053;49,027224;19,782604;SK;LM;Kráľova Lehota;;Preglejka
16054;49,026484;19,779868;SK;LM;Kráľova Lehota;;Preglejka št,cesta
16055;49.0214973;19.7943391;SK;LM;Kráľova Lehota;Svarín;
16056;49,02113;19,79213;SK;LM;Kráľova Lehota;;ZŠ
16057;49,025658;19,785569;SK;LM;Kráľova Lehota;;žel,st,
16072;49,151913;19,129962;SK;DK;Kraľovany;;žel,st,
16281;49,214141;18,885744;SK;ZA;Krasňany;;kríž
16282;49,211858;18,891451;SK;ZA;Krasňany;;pož,zbroj,
16283;49,222354;18,898866;SK;ZA;Krasňany;;RD
16299;49,364388;18,829628;SK;CA;Krásno nad Kysucou;;Gundášov
16300;49,397969;18,851036;SK;CA;Krásno nad Kysucou;;Jozefíkovci
16301;49,394119;18,862281;SK;CA;Krásno nad Kysucou;Kalinov;
16302;49,387143;18,834875;SK;CA;Krásno nad Kysucou;;pri moste
16303;49,400072;18,841816;SK;CA;Krásno nad Kysucou;;rázc,
16304;49,397747;18,838205;SK;CA;Krásno nad Kysucou;;sídl,Struhy
16305;49,403827;18,841358;SK;CA;Krásno nad Kysucou;;ŠL
16306;49,394015;18,832219;SK;CA;Krásno nad Kysucou;;ŠM
16307;49,373927;18,843138;SK;CA;Krásno nad Kysucou;Blažkov;
16308;49,365231;18,836515;SK;CA;Krásno nad Kysucou;;u Drozdov
16309;49,391681;18,832132;SK;CA;Krásno nad Kysucou;;ústredie
16310;49,378299;18,83632;SK;CA;Krásno nad Kysucou;;žel,st,
16427;49,282855;19,478754;SK;DK;Krivá;;
16603;49,128024;19,093367;SK;MT;Krpeľany;;hydrocentrála
16604;49,125597;19,097784;SK;MT;Krpeľany;;mlyn
16605;49,133611;19,07978;SK;MT;Ratkovo;;rázc,
16606;49.1235755;19.0805248;SK;MT;Krpeľany;;ZŠ
16607;49,125716;19,084638;SK;MT;Krpeľany;;žel,zast,
16722;49,374352;19,3392;SK;NO;Krušetnica;;Jakubík
16723;49,377484;19,341069;SK;NO;Krušetnica;;pri moste
16724;49,370803;19,331886;SK;NO;Krušetnica;;vyšný koniec
16725;49,37286;19,33581;SK;NO;Krušetnica;;ZŠ
17048;49,100882;18,705539;SK;ZA;Kunerad;;Kuneradce
17049;49,084958;18,739297;SK;ZA;Kunerad;;Lieč,ústav
17050;49,08355;18,738528;SK;ZA;Kunerad;;pod Lieč,ústavom
17051;49,094534;18,715202;SK;ZA;Kunerad;;ZŠ
17052;49,097481;18,711956;SK;ZA;Kunerad;;zvonica
17225;49,160982;19,538277;SK;LM;Kvačany;Dlhá Lúka;
17226;49.18957935;19.54319719504135;SK;LM;Kvačany;;dolina
17227;49,168081;19,542245;SK;LM;Kvačany;;garáž SAD
17228;49,173578;19,542758;SK;LM;Kvačany;;RD
17229;49,162821;19,539779;SK;LM;Kvačany;;ZŠ
17350;49,304678;18,783558;SK;KM;Kysucké Nové Mesto;;aut,st,
17351;49,300054;18,792943;SK;KM;Kysucké Nové Mesto;Budatín,Lehota;
17352;49,303733;18,766113;SK;KM;Kysucké Nové Mesto;;Halúzka
17353;49,304517;18,758674;SK;KM;Kysucké Nové Mesto;;Hollý
17354;49,301003;18,781648;SK;KM;Kysucké Nové Mesto;;Odb,učilište
17355;49,278156;18,768165;SK;KM;Kysucké Nové Mesto;Oškerda;Jednota
17356;49,287548;18,779447;SK;KM;Kysucké Nové Mesto;Oškerda;motorest
17358;49,298778;18,785858;SK;KM;Kysucké Nové Mesto;;pri moste
17359;49,283468;18,808372;SK;KM;Radoľa;;chata ZVL
17361;49,295897;18,791415;SK;KM;Radoľa;;MŠ
17362;49,296659;18,787513;SK;KM;Radoľa;;pri moste
17363;49,290118;18,796846;SK;KM;Radoľa;;RD
17364;49,294927;18,776914;SK;KM;Kysucké Nové Mesto;;Stavebniny
17365;49,289856;18,77052;SK;KM;Kysucké Nové Mesto;;ŠM
17366;49,300965;18,783696;SK;KM;Kysucké Nové Mesto;;Vajanského ul,
17367;49,301297;18,771467;SK;KM;Kysucké Nové Mesto;;KLF-ZVL
17369;49,337406;18,830375;SK;KM;Kysucký Lieskovec;;hať
17370;49,337661;18,808753;SK;KM;Kysucký Lieskovec;;hlavná cesta
17371;49,337383;18,811568;SK;KM;Kysucký Lieskovec;;Jednota
17372;49,337468;18,823531;SK;KM;Kysucký Lieskovec;;pož,zbroj,
17373;49,337353;18,840893;SK;KM;Kysucký Lieskovec;;Šamajovia
17506;48,956812;18,87586;SK;MT;Laskár;;
17507;48,953123;18,896342;SK;MT;Laskár;;rázc,
17547;49,033595;19,541112;SK;LM;Lazisko;;Droppa
17548;49,029075;19,543092;SK;LM;Lazisko;;garáž SAD
17873;49,18564;19,368145;SK;DK;Leštiny;;Dlhý lán
17874;49,187851;19,357598;SK;DK;Leštiny;;Osadský
17875;49,189657;19,348763;SK;DK;Leštiny;;RD
18001;48,978623;18,852657;SK;MT;Ležiachov;;cint,
18445;49,359241;19,664277;SK;TS;Liesek;;dol,koniec
18446;49,360306;19,673342;SK;TS;Liesek;;Jednota
18447;49,361822;19,679679;SK;TS;Liesek;;vyš,koniec
18457;48,891317;18,752091;SK;TR;Liešno;;Kaľamenová rázc,
18459;48,889717;18,765071;SK;TR;Liešno;;rázc,Petrovič
18466;49,1693;18,696775;SK;ZA;Lietava;;Koričár
18467;49,167888;18,690469;SK;ZA;Lietava;;Majer pri moste
18468;49,169759;18,674722;SK;ZA;Lietava;;OcÚ
18469;49,167957;18,679444;SK;ZA;Lietava;;Ruček
18470;49,170857;18,669251;SK;ZA;Lietava;;ZŠ
18471;49,181891;18,634303;SK;ZA;Lietava;Lietav,Závadka;zvonica
18472;49,181121;18,62978;SK;ZA;Lietava;Lietav,Závadka;konečná
18473;49,182891;18,651337;SK;ZA;Lietava;Lietav,Závadka;Kreana
18474;49,183053;18,637863;SK;ZA;Lietava;Lietav,Závadka;pri kríži
18475;49,173529;18,662564;SK;ZA;Lietava;Lietav,Závadka;rázc,
18476;49,162327;18,72347;SK;ZA;Lietavská Lúčka;;ACHP
18477;49,173835;18,722466;SK;ZA;Lietavská Lúčka;;cementáreň
18478;49,168308;18,718973;SK;ZA;Lietavská Lúčka;;lom
18480;49,177591;18,720208;SK;ZA;Lietavská Lúčka;;ZŠ
18481;49,176033;18,724929;SK;ZA;Lietavská Lúčka;;Žilinská
18482;49,151301;18,669443;SK;ZA;Lietavská Svinná;;Barčiak
18483;49,154617;18,693659;SK;ZA;Lietavská Svinná;;chaty
18484;49,149706;18,658815;SK;ZA;Lietavská Svinná;;Lhota
18485;49,15234;18,677031;SK;ZA;Lietavská Svinná;;OcÚ
18509;49,089424;19,303916;SK;RK;Likavka;;Dom dôchodcov
18510;49,094383;19,306586;SK;RK;Likavka;;Domiter
18511;49,100477;19,305494;SK;RK;Likavka;;hrad
18512;49,091663;19,314463;SK;RK;Likavka;;Klačko
18513;49,107433;19,300337;SK;RK;Likavka;;Kramariská
18514;49,093467;19,312946;SK;RK;Likavka;;Nemček
18515;49,094585;19,305872;SK;RK;Likavka;;rázc,
18516;49,092127;19,309872;SK;RK;Likavka;;OcÚ
18712;49,146802;19,468673;SK;LM;Liptovská Anna;;garáž SAD
18713;49,143418;19,472604;SK;LM;Liptovská Anna;;Jednota
18714;49,086778;19,813179;SK;LM;Liptovská Kokava;;obch,dom
18715;49,084052;19,812916;SK;LM;Liptovská Kokava;;Oravec
18716;49,090007;19,818355;SK;LM;Liptovská Kokava;;pož,zbroj,
18717;49,094058;19,822428;SK;LM;Liptovská Kokava;;RD
18718;48,941293;19,310248;SK;RK;Liptovská Lúžna;;Brezniak
18719;48,942048;19,315837;SK;RK;Liptovská Lúžna;;bytovka RD
18720;48,937345;19,345565;SK;RK;Liptovská Lúžna;;Hronec
18721;48,939802;19,301476;SK;RK;Liptovská Lúžna;;mäsna u Vesel,
18722;48,941019;19,321634;SK;RK;Liptovská Lúžna;;MŠ
18723;48,933901;19,338831;SK;RK;Liptovská Lúžna;;nocovňa SAD
18724;48,940574;19,305271;SK;RK;Liptovská Lúžna;;u Turončíka
18725;48,936974;19,329209;SK;RK;Liptovská Lúžna;;Weiss
18726;48,878391;19,264938;SK;RK;Liptovská Osada;;Barboriná horáreň
18727;48,951747;19,269311;SK;RK;Liptovská Osada;;č,d,113
18728;48,952743;19,261197;SK;RK;Liptovská Osada;;Jednota
18729;48,91419;19,263206;SK;RK;Liptovská Osada;;Patočiny horáreň
18730;48,95436;19,26191;SK;RK;Liptovská Osada;;rázc,
18731;48,944586;19,261495;SK;RK;Liptovská Osada;;RD
18732;48,945913;19,246211;SK;RK;Liptovská Osada;;Skalnô
18733;48,950582;19,271759;SK;RK;Liptovská Osada;;zdrav,str,
18734;48.9517015;19.2615598;SK;RK;Liptovská Osada;;ZŠ
18735;49,145099;19,513883;SK;LM;Liptovská Sielnica;;PS
18736;49,135505;19,51459;SK;LM;Liptovská Sielnica;;rázc,
18737;49,051306;19,356609;SK;RK;Liptovská Štiavnica;;garáž SAD
18738;49,047205;19,361421;SK;RK;Liptovská Štiavnica;;otoč,
18739;49,054165;19,353618;SK;RK;Liptovská Štiavnica;;pri kaplnke
18740;49,057986;19,345768;SK;RK;Liptovská Štiavnica;;Kľučiny
18741;49,088135;19,391189;SK;RK;Ivachnová;;lazy rázc,
18742;49,091567;19,411657;SK;RK;Ivachnová;;rázc,
18743;0;0;SK;RK;Liptovská Teplá;;kult,dom
18744;49,109896;19,405172;SK;RK;Liptovská Teplá;Madočany;RENOP
18745;49,102851;19,409208;SK;RK;Liptovská Teplá;;nám,
18746;49,098031;19,423978;SK;RK;Liptovská Teplá;;Prefa
18747;49,100087;19,405325;SK;RK;Liptovská Teplá;;rázc,
18748;49,100698;19,407851;SK;RK;Liptovská Teplá;;ŠL
18749;49,099391;19,416725;SK;RK;Liptovská Teplá;;žel,st,
18750;49,136046;19,579206;SK;LM;Liptovské Beharovce;;Beníkovský
18751;49,033668;19,473783;SK;LM;Liptovské Kľačany;;garáž SAD
18752;49,038078;19,473777;SK;LM;Liptovské Kľačany;;kostol
18753;49,04286;19,475262;SK;LM;Liptovské Kľačany;;samota
18754;49,167329;19,563537;SK;LM;Liptovské Matiašovce;;SSC
18755;49,1525;19,546621;SK;LM;Liptovské Matiašovce;;pož,zbroj,
18756;49,151707;19,529494;SK;LM;Liptovské Matiašovce;;rázc,
18757;49,161504;19,556504;SK;LM;Liptovské Matiašovce;Vyšné Matiašovce;
18758;48,932949;19,210154;SK;RK;Liptovské Revúce;Nižná Revúca;Jednota
18759;48,942812;19,235026;SK;RK;Liptovské Revúce;Nižná Revúca;r,Teplô
18760;48,931864;19,203731;SK;RK;Liptovské Revúce;Nižná Revúca;Rosa
18761;48,921107;19,17941;SK;RK;Liptovské Revúce;Stredná Revúca;pož,zbr,
18762;48,925178;19,183787;SK;RK;Liptovské Revúce;Stredná Revúca;Migra
18763;48,916039;19,174443;SK;RK;Liptovské Revúce;Stredná Revúca;Vrbina
18764;48,928748;19,192434;SK;RK;Liptovské Revúce;Stredná Revúca;ZŠ
18765;48,907332;19,164618;SK;RK;Liptovské Revúce;Vyšná Revúca;Jednota
18766;48,911969;19,168376;SK;RK;Liptovské Revúce;Vyšná Revúca;Pilná
18768;49,038417;19,729096;SK;LM;Liptovský Hrádok;;cint,
18769;49,037859;19,749181;SK;LM;Liptovský Hrádok;;Jánoškov domov
18770;49,035051;19,769847;SK;LM;Liptovský Hrádok;;Maša
18771;49,039172;19,73796;SK;LM;Liptovský Hrádok;;Pod hájom
18772;49,04443;19,731664;SK;LM;Liptovský Hrádok;;Pod skalou
18773;49.036791;19.714258;SK;LM;Liptovský Hrádok;;Prekážka
18774;49,04644;19,739296;SK;LM;Liptovský Hrádok;;Repček
18775;49,040149;19,708412;SK;LM;Podtureň;Roveň;
18776;49,041305;19,729097;SK;LM;Liptovský Hrádok;;Sokolovňa
18777;49,038892;19,731448;SK;LM;Liptovský Hrádok;;SOUE
18778;49,036365;19,735462;SK;LM;Liptovský Hrádok;;Tesla
18779;49,036897;19,721453;SK;LM;Liptovský Hrádok;;tržnica
18780;49,038742;19,726686;SK;LM;Liptovský Hrádok;;ZŠ
18781;49,037912;19,720099;SK;LM;Liptovský Hrádok;;žel,st,
18782;49,0504;19,75524;SK;LM;Liptovský Hrádok;Dovalovo;č,d,433
18783;49,051632;19,764671;SK;LM;Liptovský Hrádok;Dovalovo;Blahút
18784;49,049492;19,759948;SK;LM;Liptovský Hrádok;Dovalovo;pomník
18785;0;0;SK;LM;Liptovský Hrádok;Dovalovo;V,Petrman
18786;49,052812;19,732885;SK;LM;Liptovský Peter;;Bytovky
18787;49,053689;19,737456;SK;LM;Liptovský Peter;;pomník
18788;49,055364;19,733822;SK;LM;Liptovský Peter;;rázc,
18789;49,058518;19,73025;SK;LM;Liptovský Peter;;RD
18790;49,025554;19,726624;SK;LM;Liptovská Porúbka;;Chomová
18791;49,028697;19,731253;SK;LM;Liptovská Porúbka;;Kubek
18792;49,033176;19,736666;SK;LM;Liptovská Porúbka;;pri moste
18793;49,047967;19,676142;SK;LM;Liptovský Ján;;ul,Nová Jednota
18794;49,064214;19,685144;SK;LM;Uhorská Ves;;rázc,
18795;49.038596850000005;19.673733766152655;SK;LM;Liptovský Ján;;Termálne kúpalisko
18796;49,033843;19,673741;SK;LM;Liptovský Ján;;zot,Ďumbier
18797;49,052791;19,678414;SK;LM;Liptovský Ján;;ul,Nová bytovky
18798;49,096421;19,435435;SK;RK;Liptovský Michal;;Jednota
18799;49,096018;19,439973;SK;RK;Liptovský Michal;;otoč,
18800;49,096688;19,433221;SK;RK;Liptovský Michal;;pod cintorínom
18801;49,092588;19,435346;SK;RK;Liptovský Michal;;rázc,
18802;49,090947;19,606784;SK;LM;Liptovský Mikuláš;;AS
18803;49,082951;19,609579;SK;LM;Liptovský Mikuláš;;centrum
18804;49,08763;19,603603;SK;LM;Liptovský Mikuláš;;hotel Jánošík
18805;49,088157;19,604303;SK;LM;Liptovský Mikuláš;;Komenského ul,MŠ
18806;49,091508;19,598277;SK;LM;Liptovský Mikuláš;;ul,Revolučná LIDL
18807;49,086634;19,606156;SK;LM;Liptovský Mikuláš;;lekáreň
18808;49,076634;19,643036;SK;LM;Liptovský Mikuláš;;Lipt,mliekarne
18809;49,079319;19,630246;SK;LM;Liptovský Mikuláš;;MODOM
18810;49,06422;19,58692;SK;LM;Liptovský Mikuláš;;Močiare PS
18811;49,080035;19,624829;SK;LM;Liptovský Mikuláš;;OSP
18812;49,082983;19,653947;SK;LM;Liptovský Mikuláš;;Podbreziny
18813;49,081246;19,618544;SK;LM;Liptovský Mikuláš;;STOP SHOP
18814;49,088582;19,649559;SK;LM;Liptovský Mikuláš;Vitálišovce;
18815;49,075465;19,553759;SK;LM;Liptovský Mikuláš;Andice;rázc,
18816;49,074938;19,555502;SK;LM;Liptovský Mikuláš;Andice;Háčik
18817;49,074388;19,561804;SK;LM;Liptovský Mikuláš;Benice;Gorecký
18818;49,076007;19,561841;SK;LM;Liptovský Mikuláš;Benice;rázc,
18819;49,061202;19,585226;SK;LM;Liptovský Mikuláš;Demänová;rázc,
18820;49,073165;19,650909;SK;LM;Liptovský Mikuláš;Okoličné;otoč,
18821;49,073231;19,660968;SK;LM;Liptovský Mikuláš;Stošice;rázc,
18822;49,075849;19,650334;SK;LM;Liptovský Mikuláš;Okoličné;ZŠ
18823;49.0835785;19.612785;SK;LM;Liptovský Mikuláš;Lipt,Ondrašová;
18824;49,095957;19,587447;SK;LM;Liptovský Mikuláš;Lipt,Ondrašová;Jednota
18825;49.0835785;19.612785;SK;LM;Liptovský Mikuláš;Lipt,Ondrašová;RD
18827;49,08808;19,60834;SK;LM;Liptovský Mikuláš;;ObÚ
18828;49,084748;19,597612;SK;LM;Liptovský Mikuláš;Palúdzka;nem,
18829;49,081753;19,587441;SK;LM;Liptovský Mikuláš;Palúdzka;LAS
18830;49,092282;19,704853;SK;LM;Liptovský Ondrej;;betonárka
18831;49,097399;19,712079;SK;LM;Liptovský Ondrej;;rázc,
18832;49,101704;19,712003;SK;LM;Liptovský Ondrej;;Uličný
18833;0;0;SK;LM;Liptovský Trnovec;;Balco
18834;49.1208762;19.5471732;SK;LM;Liptovský Trnovec;Beňušovce;
18835;49,124918;19,536434;SK;LM;Liptovský Trnovec;;Krivý kút
18836;49,113389;19,545953;SK;LM;Liptovský Trnovec;;rázc,
18837;49.1208762;19.5471732;SK;LM;Liptovský Trnovec;;RD
18838;49,12092;19,547245;SK;LM;Liptovský Trnovec;;ZŠ
18849;49,088941;19,352976;SK;RK;Lisková;;kult,dom
18850;49,08694;19,3442;SK;RK;Lisková;;Mäsokombinát
18851;49,091508;19,358755;SK;RK;Lisková;;rázc,RD
19123;49,333228;18,872835;SK;KM;Lodno;;Fujákovci
19124;49,335421;18,861163;SK;KM;Lodno;;Hanuliakovci
19125;49,335518;18,85704;SK;KM;Lodno;;Jednota
19126;49,335288;18,852812;SK;KM;Lodno;;Obrkovci
19127;49,336535;18,846029;SK;KM;Lodno;;Tatarčiakovci
19128;49,332505;18,877344;SK;KM;Lodno;;Trnovec
19129;49,334464;18,867787;SK;KM;Lodno;;ZŠ
19147;49,366114;19,410111;SK;NO;Lokca;;
19148;49.3664894;19.4114362;SK;NO;Lokca;;Jednota
19149;49,370165;19,409026;SK;NO;Lokca;;Poľana
19150;49,369037;19,414031;SK;NO;Lokca;;ZŠ
19192;49,35595;19,298543;SK;NO;Lomná;;
19193;49,369191;19,319898;SK;NO;Lomná;;hosp,dvor
19194;49,362213;19,303978;SK;NO;Lomná;;rázc,
19249;49,278994;18,829442;SK;KM;Lopušné Pažite;;MŠ
19250;49,283856;18,817959;SK;KM;Lopušné Pažite;;pod Lysou
19251;49,276954;18,834978;SK;KM;Lopušné Pažite;;ZŠ
19450;49,048703;19,477095;SK;LM;Ľubeľa;;Humenný
19451;49,052269;19,481593;SK;LM;Ľubeľa;;Jednota
19452;49,059457;19,476072;SK;LM;Ľubeľa;;rázc,
19453;49,05767;19,491212;SK;LM;Ľubeľa;;Sihotka
19454;49,050455;19,48349;SK;LM;Ľubeľa;;lekáreň
19455;49,053083;19,476365;SK;LM;Ľubeľa;;Na Váhe
19456;49,051748;19,479159;SK;LM;Ľubeľa;;ZŠ
19514;49,130288;19,170438;SK;RK;Ľubochňa;;Korbelka
19580;49,13144;19,40107;SK;RK;Lúčky;Lúčky-kúpele;otoč,
19581;49,127809;19,403348;SK;RK;Lúčky;;OcÚ
19582;49,123019;19,407545;SK;RK;Lúčky;;zdrav,str,
19617;49,039358;19,334025;SK;RK;Ludrová;;č,d,155
19618;49,042934;19,333343;SK;RK;Ludrová;;č,d,202
19619;49,05156;19,332719;SK;RK;Ludrová;;č,d,349
19620;49,047486;19,331055;SK;RK;Ludrová;;Jednota
19621;49,054325;19,334344;SK;RK;Ludrová;;RD
19775;49,30816;18,943712;SK;ZA;Lutiše;;Lukačovia
19776;49,3005;18,947882;SK;ZA;Lutiše;;Sihlovci
19777;49,303311;18,945708;SK;ZA;Lutiše;;Sýkorovia
19778;49,287433;18,966102;SK;ZA;Lutiše;;u Ďurišov
19779;49,287793;18,979859;SK;ZA;Lutiše;;u Melišov
19780;49,283904;18,989255;SK;ZA;Lutiše;;u Novákov
19781;49,291183;18,956819;SK;ZA;Lutiše;;Ústredie
19906;49,241049;18,925154;SK;ZA;Lysica;;č,d,6
19907;49,260677;18,955155;SK;ZA;Lysica;;Chabadovia
19908;49,244;18,909274;SK;ZA;Lysica;;konečná
19909;49,264872;18,947173;SK;ZA;Lysica;;Lazy
19910;49,23712;18,933195;SK;ZA;Lysica;;pri moste
19911;49,243646;18,922793;SK;ZA;Lysica;;u Babišov
19912;49,244425;18,914895;SK;ZA;Lysica;;ZŠ
19986;49,364417;18,454128;SK;CA;Makov;Kopanice;Jandale
19987;49,353997;18,48;SK;CA;Makov;Čierne;Belone
19988;49,39331;18,41235;SK;CA;Makov;;Bumbálka
19989;49,370568;18,480282;SK;CA;Makov;;centrum
19990;49,348069;18,469507;SK;CA;Makov;Čierne;Vavrica
19991;49,345914;18,464042;SK;CA;Makov;Čierne;Holáky
19992;49,349824;18,473976;SK;CA;Makov;Čierne;lyžiarsky vlek
19993;49,374189;18,443985;SK;CA;Makov;Trojačka;Riečky
19994;49,399101;18,409827;SK;CA;Makov;Trojačka;Bumbálka
19995;49,368288;18,458143;SK;CA;Makov;;penzión Makov
19996;49,356523;18,42569;SK;CA;Makov;Kopanice;križovatka
19997;49,347063;18,430545;SK;CA;Makov;Kopanice;Papaje
19998;49,369562;18,474401;SK;CA;Makov;;pož,zbrojnica
19999;49,353195;18,487511;SK;CA;Makov;;Labaje
20000;49,347433;18,499836;SK;CA;Makov;;Pančava
20002;49,36094;18,445321;SK;CA;Makov;Kopanice;Bergel
20003;49,371523;18,48369;SK;CA;Makov;;proti žel,st,
20004;49,383704;18,411874;SK;CA;Makov;Trojačka;Valašský šenk
20005;49,36737;18,45374;SK;CA;Makov;;rešt,Oáza
20006;49,382983;18,410738;SK;CA;Makov;;št,hr,CLO
20007;49,362727;18,482072;SK;CA;Makov;Čierne;Šubiky
20008;49,379272;18,433619;SK;CA;Makov;Trojačka;
20009;49,387647;18,413887;SK;CA;Makov;Trojačka;Vršok
20010;49,374039;18,498528;SK;CA;Vysoká nad Kysucou;;Varechovský potok
20011;49,37212;18,483789;SK;CA;Makov;;žel,st,
20012;49,399112;18,409809;SK;CA;Makov;;Bumbálka št,hr,CLO
20028;49,103298;18,597834;SK;ZA;Malá Čierna;;OcÚ
20029;49,092331;18,597702;SK;ZA;Malá Čierna;;rázc,
20129;49,187186;19,430001;SK;DK;Malatiná;;Lata
20130;49,18763;19,417614;SK;DK;Malatiná;;Malcov
20131;49,185126;19,431879;SK;DK;Malatiná;;OcÚ
